Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
0.00041690,0.00003270,RL,0.00011444,0.01373319,Pave,,Reg,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,0.00000817,0.00000981,0.00319951,0.00319951,Gable,CompShg,MetalSd,MetalSd,,0.00000000,TA,Gd,CBlock,TA,TA,No,Rec,0.00150738,Unf,0.00000000,0.00064088,0.00214826,GasA,TA,Y,SBrkr,0.00214826,0.00000000,0.00000000,0.00214826,0.00000163,0.00000000,0.00000163,0.00000000,0.00000490,0.00000163,TA,0.00000817,Typ,0.00000000,,Attchd,0.00319951,RFn,0.00000163,0.00048066,TA,TA,Y,0.00040873,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,0.00000000,0.00000981,0.00328616,WD,Normal,0.23706097
0.00178858,0.00003270,RL,0.00011608,0.01509016,Pave,,Reg,Lvl,AllPub,Corner,Gtl,mes,Feedr,Norm,1Fam,1Story,0.00000817,0.00001308,0.00321258,0.00326654,Hip,CompShg,MetalSd,MetalSd,BrkFace,0.00027139,TA,TA,CBlock,TA,TA,Mn,GLQ,0.00108067,Unf,0.00000000,0.00033189,0.00141256,GasA,Gd,Y,SBrkr,0.00196188,0.00000000,0.00000000,0.00196188,0.00000163,0.00000000,0.00000163,0.00000163,0.00000163,0.00000163,Gd,0.00000981,Typ,0.00000000,,Detchd,0.00323220,Unf,0.00000327,0.00144525,TA,TA,Y,0.00000000,0.00010463,0.00000000,0.00000000,0.00000000,0.00000000,,MnPrv,,0.00000000,0.00001635,0.00327962,WD,Normal,0.23869587
0.00166924,0.00003270,RL,0.00009809,0.01148356,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,0.00000654,0.00000817,0.00327798,0.00327798,Gable,CompShg,VinylSd,VinylSd,,0.00000000,TA,TA,PConc,Gd,TA,No,GLQ,0.00167414,Unf,0.00000000,0.00017657,0.00185071,GasA,Ex,Y,SBrkr,0.00185071,0.00000000,0.00000000,0.00185071,0.00000163,0.00000000,0.00000163,0.00000163,0.00000327,0.00000163,Gd,0.00000817,Typ,0.00000000,,Attchd,0.00327798,Fin,0.00000327,0.00073734,TA,TA,Y,0.00041200,0.00010463,0.00000000,0.00000000,0.00000000,0.00000000,,,,0.00000000,0.00000981,0.00328289,WD,Normal,0.28774297
0.00219241,0.00003270,RL,0.00011444,0.01355989,Pave,,Reg,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,0.00000654,0.00000817,0.00322239,0.00322239,Gable,CompShg,MetalSd,MetalSd,,0.00000000,TA,TA,CBlock,TA,TA,No,Unf,0.00000000,Unf,0.00000000,0.00140275,0.00140275,GasA,TA,Y,SBrkr,0.00142564,0.00000000,0.00000000,0.00142564,0.00000000,0.00000000,0.00000163,0.00000000,0.00000490,0.00000163,TA,0.00000817,Typ,0.00000000,,Detchd,0.00322730,Unf,0.00000654,0.00078475,TA,TA,Y,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,GdWo,,0.00000000,0.00000981,0.00328125,WD,Normal,0.20109310
0.00167578,0.00003270,RL,,0.02533773,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,0.00001308,0.00000981,0.00323057,0.00323057,Hip,WdShake,Stone,HdBoard,,0.00000000,Gd,TA,CBlock,Gd,TA,Av,ALQ,0.00190466,LwQ,0.00065396,0.00000000,0.00255862,GasA,TA,Y,SBrkr,0.00473795,0.00000000,0.00000000,0.00473795,0.00000163,0.00000000,0.00000327,0.00000000,0.00000327,0.00000163,Gd,0.00001635,Typ,0.00000163,Gd,Attchd,0.00323057,Fin,0.00000327,0.00108721,TA,TA,Y,0.00000000,0.00011771,0.00028447,0.00000000,0.00000000,0.00000000,,,,0.00000000,0.00000817,0.00328289,COD,Abnorml,0.46921722
0.00138640,0.00003270,RL,0.00005886,0.02537860,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0.00000817,0.00000981,0.00322403,0.00322403,Gable,CompShg,HdBoard,Plywood,,0.00000000,TA,TA,CBlock,TA,TA,Av,BLQ,0.00075206,Unf,0.00000000,0.00066050,0.00141256,GasA,Ex,Y,SBrkr,0.00141256,0.00000000,0.00000000,0.00141256,0.00000163,0.00000000,0.00000163,0.00000000,0.00000490,0.00000163,TA,0.00000817,Typ,0.00000163,Fa,Attchd,0.00322403,Unf,0.00000163,0.00055260,TA,TA,Y,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,0.00000000,0.00001308,0.00328452,WD,Normal,0.21825958
0.00074715,0.00011444,RM,0.00005559,0.00747314,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,0.00000817,0.00000817,0.00313247,0.00318806,Gable,CompShg,AsbShng,AsbShng,,0.00000000,TA,TA,BrkTil,TA,TA,No,Unf,0.00000000,Unf,0.00000000,0.00102018,0.00102018,GasA,Fa,N,SBrkr,0.00102018,0.00117713,0.00000000,0.00219731,0.00000000,0.00000000,0.00000163,0.00000000,0.00000654,0.00000163,TA,0.00001144,Typ,0.00000000,,Detchd,0.00313247,Unf,0.00000490,0.00083871,Fa,Fa,Y,0.00000000,0.00000000,0.00015695,0.00000000,0.00000000,0.00000000,,,,0.00000000,0.00000817,0.00328289,COD,Abnorml,0.16022052
0.00206979,0.00026158,FV,0.00005722,0.00610636,Pave,,Reg,Lvl,AllPub,FR3,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,0.00001144,0.00000817,0.00326817,0.00326817,Hip,CompShg,MetalSd,MetalSd,BrkFace,0.00035641,Gd,TA,PConc,Gd,TA,No,GLQ,0.00073571,Unf,0.00000000,0.00039401,0.00112972,GasA,Ex,Y,SBrkr,0.00116569,0.00120819,0.00000000,0.00237388,0.00000163,0.00000000,0.00000327,0.00000163,0.00000490,0.00000163,Gd,0.00000981,Typ,0.00000000,,Detchd,0.00326817,Unf,0.00000327,0.00082726,TA,TA,Y,0.00000000,0.00005559,0.00000000,0.00000000,0.00000000,0.00000000,,,,0.00000000,0.00000490,0.00327962,WD,Normal,0.30065870
0.00113626,0.00008175,RM,0.00008338,0.01000561,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,0.00000817,0.00000981,0.00316517,0.00318806,Gable,CompShg,Wd Sdng,Wd Sdng,,0.00000000,TA,Fa,BrkTil,TA,TA,No,Unf,0.00000000,Unf,0.00000000,0.00151556,0.00151556,GasA,TA,Y,SBrkr,0.00174444,0.00077167,0.00000000,0.00251612,0.00000000,0.00000000,0.00000163,0.00000163,0.00000490,0.00000163,TA,0.00000817,Typ,0.00000000,,Detchd,0.00326163,Unf,0.00000327,0.00094170,TA,TA,Y,0.00018311,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,MnPrv,,0.00000000,0.00000654,0.00328452,WD,Normal,0.23133881
0.00003924,0.00019619,RM,0.00007194,0.00690583,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,0.00000817,0.00001144,0.00323057,0.00323057,Gable,CompShg,CemntBd,CmentBd,,0.00000000,TA,TA,PConc,Gd,TA,No,GLQ,0.00137332,Unf,0.00000000,0.00032698,0.00170030,GasA,TA,Y,SBrkr,0.00173300,0.00000000,0.00000000,0.00173300,0.00000163,0.00000000,0.00000163,0.00000000,0.00000490,0.00000163,TA,0.00000981,Typ,0.00000163,TA,Attchd,0.00323057,Unf,0.00000327,0.00093516,TA,TA,Y,0.00016349,0.00017984,0.00000000,0.00000000,0.00000000,0.00000000,,,,0.00000000,0.00000981,0.00328125,WD,Normal,0.21237393
0.00214826,0.00009809,RL,0.00017657,0.02415406,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,0.00001471,0.00000817,0.00326817,0.00326817,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.00026976,Gd,TA,PConc,Gd,TA,No,Unf,0.00000000,Unf,0.00000000,0.00227742,0.00227742,GasA,Ex,Y,SBrkr,0.00232483,0.00192428,0.00000000,0.00424911,0.00000000,0.00000000,0.00000327,0.00000163,0.00000654,0.00000163,Gd,0.00001635,Typ,0.00000163,TA,BuiltIn,0.00326817,Fin,0.00000490,0.00127359,TA,TA,Y,0.00109212,0.00004905,0.00000000,0.00000000,0.00000000,0.00000000,,,,0.00000000,0.00000817,0.00328616,WD,Normal,0.54469744
0.00084034,0.00003270,RL,0.00011608,0.01501986,Pave,,Reg,Bnk,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,0.00000981,0.00000817,0.00324201,0.00324201,Gable,CompShg,VinylSd,VinylSd,,0.00000000,TA,Gd,PConc,TA,TA,No,ALQ,0.00054933,Unf,0.00000000,0.00122291,0.00177224,GasA,TA,Y,SBrkr,0.00176570,0.00000000,0.00000000,0.00176570,0.00000000,0.00000000,0.00000163,0.00000163,0.00000490,0.00000163,TA,0.00000817,Typ,0.00000000,,Attchd,0.00324201,Unf,0.00000327,0.00079129,TA,TA,Y,0.00019619,0.00000000,0.00025831,0.00000000,0.00000000,0.00000000,,,,0.00000000,0.00000981,0.00328125,WD,Normal,0.21907703
0.00174608,0.00009809,RL,0.00013079,0.01595666,Pave,,Reg,Lvl,AllPub,Inside,Mod,mes,Norm,Norm,1Fam,2Story,0.00000981,0.00000981,0.00321095,0.00321095,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.00058857,TA,TA,CBlock,TA,TA,Gd,GLQ,0.00110192,LwQ,0.00017330,0.00000000,0.00127522,GasA,TA,Y,SBrkr,0.00130465,0.00132918,0.00000000,0.00263383,0.00000163,0.00000000,0.00000163,0.00000163,0.00000654,0.00000163,TA,0.00001144,Typ,0.00000000,,Attchd,0.00321095,RFn,0.00000327,0.00072263,TA,TA,Y,0.00053625,0.00020927,0.00000000,0.00000000,0.00030900,0.00000000,,,,0.00000000,0.00000981,0.00328289,WD,Normal,0.27450025
0.00232647,0.00019619,RM,0.00006049,0.00725080,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,0.00000981,0.00000817,0.00327471,0.00327471,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.00027793,Gd,TA,PConc,Gd,TA,Av,GLQ,0.00112154,Unf,0.00000000,0.00026485,0.00138640,GasA,Ex,Y,SBrkr,0.00138640,0.00000000,0.00000000,0.00138640,0.00000163,0.00000000,0.00000163,0.00000000,0.00000163,0.00000163,Gd,0.00000490,Typ,0.00000000,,Attchd,0.00327471,Fin,0.00000327,0.00068666,TA,TA,Y,0.00022889,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,0.00000000,0.00000490,0.00328289,WD,Normal,0.22316429
0.00205671,0.00004905,RL,0.00009155,0.00663771,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,0.00000817,0.00001308,0.00314228,0.00318806,Gable,CompShg,Wd Sdng,Wd Sdng,,0.00000000,TA,TA,PConc,Fa,TA,No,Unf,0.00000000,Unf,0.00000000,0.00141256,0.00141256,GasA,Ex,Y,SBrkr,0.00141256,0.00000000,0.00000000,0.00141256,0.00000000,0.00000000,0.00000163,0.00000000,0.00000327,0.00000163,TA,0.00000654,Typ,0.00000000,,,,,0.00000000,0.00000000,,,Y,0.00000000,0.00015695,0.00000000,0.00000000,0.00000000,0.00000000,,,,0.00000000,0.00001144,0.00328452,WD,Normal,0.16332683
0.00101364,0.00009809,RL,0.00013897,0.02001776,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,0.00001308,0.00000817,0.00327471,0.00327471,Hip,CompShg,VinylSd,VinylSd,Stone,0.00036949,Gd,TA,PConc,Gd,TA,Gd,GLQ,0.00142400,Unf,0.00000000,0.00099893,0.00242293,GasA,Ex,Y,SBrkr,0.00242293,0.00127522,0.00000000,0.00369815,0.00000163,0.00000000,0.00000327,0.00000163,0.00000654,0.00000163,Gd,0.00001635,Typ,0.00000327,Gd,Attchd,0.00327471,Fin,0.00000490,0.00122454,TA,TA,Y,0.00027466,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,0.00000000,0.00001308,0.00328289,WD,Normal,0.49864548
0.00198314,0.00004905,RL,0.00008175,0.01527000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,0.00000654,0.00000981,0.00317335,0.00318806,Hip,CompShg,MetalSd,MetalSd,,0.00000000,TA,TA,CBlock,TA,TA,No,Rec,0.00056241,Unf,0.00000000,0.00053625,0.00109865,GasA,TA,Y,SBrkr,0.00109865,0.00000000,0.00000000,0.00109865,0.00000163,0.00000000,0.00000163,0.00000000,0.00000327,0.00000163,TA,0.00000654,Typ,0.00000000,,Attchd,0.00317335,Unf,0.00000163,0.00038257,TA,TA,N,0.00000000,0.00018474,0.00000000,0.00000000,0.00000000,0.00000000,,,,0.00000000,0.00001308,0.00328452,WD,Normal,0.18474406
0.00011608,0.00003270,RL,0.00015532,0.02231806,Pave,,IR1,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,0.00001144,0.00000981,0.00322566,0.00322566,Gable,CompShg,Plywood,Plywood,BrkFace,0.00182292,TA,Gd,CBlock,Gd,TA,Gd,ALQ,0.00307362,Unf,0.00000000,0.00056077,0.00363439,GasA,Ex,Y,SBrkr,0.00363439,0.00000000,0.00000000,0.00363439,0.00000163,0.00000000,0.00000327,0.00000000,0.00000490,0.00000163,TA,0.00001308,Typ,0.00000327,Gd,Attchd,0.00322566,Fin,0.00000327,0.00084361,TA,TA,Y,0.00049047,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,,0.00000000,0.00000327,0.00328125,WD,Normal,0.39891639
0.00119675,0.00013079,RL,0.00011935,0.01567872,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,0.00001144,0.00000817,0.00327471,0.00327471,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.00072263,Gd,TA,PConc,Ex,TA,Av,GLQ,0.00128503,Unf,0.00000000,0.00013406,0.00141910,GasA,Ex,Y,SBrkr,0.00187360,0.00000000,0.00000000,0.00187360,0.00000163,0.00000000,0.00000327,0.00000000,0.00000490,0.00000163,Gd,0.00000981,Typ,0.00000163,Gd,Attchd,0.00327471,Fin,0.00000327,0.00071609,TA,TA,Y,0.00026158,0.00003597,0.00000000,0.00000000,0.00000000,0.00000000,,,,0.00000000,0.00000817,0.00328125,WD,Normal,0.30654435
0.00114443,0.00019619,FV,0.00009646,0.00700066,Pave,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,0.00001144,0.00000817,0.00327635,0.00327635,Gable,CompShg,MetalSd,MetalSd,,0.00000000,Gd,TA,PConc,Gd,TA,Mn,GLQ,0.00002616,Unf,0.00000000,0.00224799,0.00227415,GasA,Ex,Y,SBrkr,0.00227415,0.00000000,0.00000000,0.00227415,0.00000000,0.00000000,0.00000327,0.00000000,0.00000327,0.00000163,Gd,0.00000817,Typ,0.00000000,,Attchd,0.00327635,RFn,0.00000327,0.00086650,TA,TA,Y,0.00025504,0.00025831,0.00000000,0.00000000,0.00000000,0.00000000,,,,0.00000000,0.00001144,0.00328289,WD,Normal,0.32044103
0.00086977,0.00011444,RM,0.00009809,0.01006283,Pave,,IR1,Lvl,AllPub,FR3,Gtl,BrkSide,RRNn,Feedr,1Fam,2Story,0.00000981,0.00001308,0.00313901,0.00326817,Gable,CompShg,Wd Sdng,Wd Sdng,,0.00000000,TA,TA,BrkTil,Fa,Fa,Mn,Unf,0.00000000,Unf,0.00000000,0.00099893,0.00099893,GasA,Ex,Y,SBrkr,0.00122781,0.00099893,0.00000000,0.00222674,0.00000000,0.00000000,0.00000327,0.00000000,0.00000490,0.00000163,TA,0.00000981,Typ,0.00000000,,Detchd,0.00313901,Fin,0.00000327,0.00082072,TA,Fa,Y,0.00000000,0.00000000,0.00013733,0.00000000,0.00000000,0.00000000,,,,0.00000000,0.00000981,0.00328289,WD,Normal,0.20926761
0.00216788,0.00004905,RM,0.00006540,0.00594451,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,0.00000654,0.00000654,0.00314228,0.00318806,Gable,CompShg,AsbShng,AsbShng,,0.00000000,TA,TA,BrkTil,TA,Fa,No,Unf,0.00000000,Unf,0.00000000,0.00130138,0.00130138,GasA,Fa,N,SBrkr,0.00130138,0.00000000,0.00000000,0.00130138,0.00000000,0.00000000,0.00000163,0.00000000,0.00000327,0.00000163,TA,0.00000817,Typ,0.00000000,,,,,0.00000000,0.00000000,,,N,0.00000000,0.00000000,0.00016349,0.00000000,0.00000000,0.00000000,,MnPrv,,0.00000000,0.00000163,0.00328289,WD,Normal,0.08991968
0.00161528,0.00003270,RL,0.00013570,0.01660898,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,0.00001471,0.00000817,0.00328452,0.00328616,Hip,CompShg,VinylSd,VinylSd,Stone,0.00073571,Ex,TA,PConc,Ex,TA,Av,GLQ,0.00269105,Unf,0.00000000,0.00046431,0.00315536,GasA,Ex,Y,SBrkr,0.00317171,0.00000000,0.00000000,0.00317171,0.00000163,0.00000000,0.00000327,0.00000163,0.00000490,0.00000163,Ex,0.00001308,Typ,0.00000163,Gd,Attchd,0.00328616,Fin,0.00000490,0.00099075,TA,TA,Y,0.00027466,0.00015532,0.00000000,0.00000000,0.00000000,0.00000000,,,,0.00000000,0.00000654,0.00328616,New,Partial,0.64610067
