Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
-0.16298741,-0.17046741,RL,-0.16887592,0.09626604,Pave,,Reg,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,-0.17094486,-0.17091303,-0.10881315,-0.10881315,Gable,CompShg,MetalSd,MetalSd,,-0.17110400,TA,Gd,CBlock,TA,TA,No,Rec,-0.14175696,Unf,-0.17110400,-0.15862674,-0.12927969,GasA,TA,Y,SBrkr,-0.12927969,-0.17110400,-0.17110400,-0.12927969,-0.17107217,-0.17110400,-0.17107217,-0.17110400,-0.17100851,-0.17107217,TA,-0.17094486,Typ,-0.17110400,,Attchd,-0.10881315,RFn,-0.17107217,-0.16174605,TA,TA,Y,-0.16314656,-0.17110400,-0.17110400,-0.17110400,-0.17110400,-0.17110400,,,,-0.17110400,-0.17091303,-0.10712617,WD,Normal,4.44421216
-0.13628224,-0.17046741,RL,-0.16884409,0.12268474,Pave,,Reg,Lvl,AllPub,Corner,Gtl,mes,Feedr,Norm,1Fam,1Story,-0.17094486,-0.17084937,-0.10855851,-0.10750813,Hip,CompShg,MetalSd,MetalSd,BrkFace,-0.16582026,TA,TA,CBlock,TA,TA,Mn,GLQ,-0.15006453,Unf,-0.17110400,-0.16464256,-0.14360309,GasA,Gd,Y,SBrkr,-0.13290828,-0.17110400,-0.17110400,-0.13290828,-0.17107217,-0.17110400,-0.17107217,-0.17107217,-0.17107217,-0.17107217,Gd,-0.17091303,Typ,-0.17110400,,Detchd,-0.10817656,Unf,-0.17104034,-0.14296649,TA,TA,Y,-0.17110400,-0.16906690,-0.17110400,-0.17110400,-0.17110400,-0.17110400,,MnPrv,,-0.17110400,-0.17078571,-0.10725349,WD,Normal,4.47604193
-0.13860581,-0.17046741,RL,-0.16919422,0.05246828,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,-0.17097669,-0.17094486,-0.10728532,-0.10728532,Gable,CompShg,VinylSd,VinylSd,,-0.17110400,TA,TA,PConc,Gd,TA,No,GLQ,-0.13851032,Unf,-0.17110400,-0.16766639,-0.13507271,GasA,Ex,Y,SBrkr,-0.13507271,-0.17110400,-0.17110400,-0.13507271,-0.17107217,-0.17110400,-0.17107217,-0.17107217,-0.17104034,-0.17107217,Gd,-0.17094486,Typ,-0.17110400,,Attchd,-0.10728532,Fin,-0.17104034,-0.15674878,TA,TA,Y,-0.16308290,-0.16906690,-0.17110400,-0.17110400,-0.17110400,-0.17110400,,,,-0.17110400,-0.17091303,-0.10718983,WD,Normal,5.43093493
-0.12842029,-0.17046741,RL,-0.16887592,0.09289208,Pave,,Reg,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,-0.17097669,-0.17094486,-0.10836753,-0.10836753,Gable,CompShg,MetalSd,MetalSd,,-0.17110400,TA,TA,CBlock,TA,TA,No,Unf,-0.17110400,Unf,-0.17110400,-0.14379406,-0.14379406,GasA,TA,Y,SBrkr,-0.14334845,-0.17110400,-0.17110400,-0.14334845,-0.17110400,-0.17110400,-0.17107217,-0.17110400,-0.17100851,-0.17107217,TA,-0.17094486,Typ,-0.17110400,,Detchd,-0.10827204,Unf,-0.17097669,-0.15582572,TA,TA,Y,-0.17110400,-0.17110400,-0.17110400,-0.17110400,-0.17110400,-0.17110400,,GdWo,,-0.17110400,-0.17091303,-0.10722166,WD,Normal,3.74395730
-0.13847849,-0.17046741,RL,,0.32219372,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,-0.17084937,-0.17091303,-0.10820839,-0.10820839,Hip,WdShake,Stone,HdBoard,,-0.17110400,Gd,TA,CBlock,Gd,TA,Av,ALQ,-0.13402233,LwQ,-0.15837210,-0.17110400,-0.12129042,GasA,TA,Y,SBrkr,-0.07886134,-0.17110400,-0.17110400,-0.07886134,-0.17107217,-0.17110400,-0.17104034,-0.17110400,-0.17104034,-0.17107217,Gd,-0.17078571,Typ,-0.17107217,Gd,Attchd,-0.10820839,Fin,-0.17104034,-0.14993721,TA,TA,Y,-0.17110400,-0.16881226,-0.16556562,-0.17110400,-0.17110400,-0.17110400,,,,-0.17110400,-0.17094486,-0.10718983,COD,Abnorml,8.96403903
-0.14411236,-0.17046741,RL,-0.16995813,0.32298946,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,-0.17094486,-0.17091303,-0.10833570,-0.10833570,Gable,CompShg,HdBoard,Plywood,,-0.17110400,TA,TA,CBlock,TA,TA,Av,BLQ,-0.15646231,Unf,-0.17110400,-0.15824478,-0.14360309,GasA,Ex,Y,SBrkr,-0.14360309,-0.17110400,-0.17110400,-0.14360309,-0.17107217,-0.17110400,-0.17107217,-0.17110400,-0.17100851,-0.17107217,TA,-0.17094486,Typ,-0.17107217,Fa,Attchd,-0.10833570,Unf,-0.17107217,-0.16034554,TA,TA,Y,-0.17110400,-0.17110400,-0.17110400,-0.17110400,-0.17110400,-0.17110400,,,,-0.17110400,-0.17084937,-0.10715800,WD,Normal,4.07816985
-0.15655780,-0.16887592,RM,-0.17002179,-0.02561014,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,-0.17094486,-0.17094486,-0.11011817,-0.10903596,Gable,CompShg,AsbShng,AsbShng,,-0.17110400,TA,TA,BrkTil,TA,TA,No,Unf,-0.17110400,Unf,-0.17110400,-0.15124223,-0.15124223,GasA,Fa,N,SBrkr,-0.15124223,-0.14818657,-0.17110400,-0.12832480,-0.17110400,-0.17110400,-0.17107217,-0.17110400,-0.17097669,-0.17107217,TA,-0.17088120,Typ,-0.17110400,,Detchd,-0.11011817,Unf,-0.17100851,-0.15477533,Fa,Fa,Y,-0.17110400,-0.17110400,-0.16804835,-0.17110400,-0.17110400,-0.17110400,,,,-0.17110400,-0.17094486,-0.10718983,COD,Abnorml,2.94821313
-0.13080752,-0.16601124,FV,-0.16998996,-0.05221983,Pave,,Reg,Lvl,AllPub,FR3,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,-0.17088120,-0.17094486,-0.10747630,-0.10747630,Hip,CompShg,MetalSd,MetalSd,BrkFace,-0.16416512,Gd,TA,PConc,Gd,TA,No,GLQ,-0.15678061,Unf,-0.17110400,-0.16343303,-0.14910964,GasA,Ex,Y,SBrkr,-0.14840938,-0.14758181,-0.17110400,-0.12488718,-0.17107217,-0.17110400,-0.17104034,-0.17107217,-0.17100851,-0.17107217,Gd,-0.17091303,Typ,-0.17110400,,Detchd,-0.10747630,Unf,-0.17104034,-0.15499814,TA,TA,Y,-0.17110400,-0.17002179,-0.17110400,-0.17110400,-0.17110400,-0.17110400,,,,-0.17110400,-0.17100851,-0.10725349,WD,Normal,5.68239009
-0.14898232,-0.16951252,RM,-0.16948069,0.02369417,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,-0.17094486,-0.17091303,-0.10948158,-0.10903596,Gable,CompShg,Wd Sdng,Wd Sdng,,-0.17110400,TA,Fa,BrkTil,TA,TA,No,Unf,-0.17110400,Unf,-0.17110400,-0.14159781,-0.14159781,GasA,TA,Y,SBrkr,-0.13714164,-0.15608035,-0.17110400,-0.12211799,-0.17110400,-0.17110400,-0.17107217,-0.17107217,-0.17100851,-0.17107217,TA,-0.17094486,Typ,-0.17110400,,Detchd,-0.10760362,Unf,-0.17104034,-0.15277006,TA,TA,Y,-0.16753907,-0.17110400,-0.17110400,-0.17110400,-0.17110400,-0.17110400,,MnPrv,,-0.17110400,-0.17097669,-0.10715800,WD,Normal,4.33280798
-0.17034009,-0.16728443,RM,-0.16970349,-0.03665507,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,-0.17094486,-0.17088120,-0.10820839,-0.10820839,Gable,CompShg,CemntBd,CmentBd,,-0.17110400,TA,TA,PConc,Gd,TA,No,GLQ,-0.14436700,Unf,-0.17110400,-0.16473805,-0.13800105,GasA,TA,Y,SBrkr,-0.13736445,-0.17110400,-0.17110400,-0.13736445,-0.17107217,-0.17110400,-0.17107217,-0.17110400,-0.17100851,-0.17107217,TA,-0.17091303,Typ,-0.17107217,TA,Attchd,-0.10820839,Unf,-0.17104034,-0.15289738,TA,TA,Y,-0.16792103,-0.16760273,-0.17110400,-0.17110400,-0.17110400,-0.17110400,,,,-0.17110400,-0.17091303,-0.10722166,WD,Normal,3.96358269
-0.12927969,-0.16919422,RL,-0.16766639,0.29914897,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,-0.17081754,-0.17094486,-0.10747630,-0.10747630,Gable,CompShg,VinylSd,VinylSd,BrkFace,-0.16585209,Gd,TA,PConc,Gd,TA,No,Unf,-0.17110400,Unf,-0.17110400,-0.12676514,-0.12676514,GasA,Ex,Y,SBrkr,-0.12584208,-0.13364037,-0.17110400,-0.08837844,-0.17110400,-0.17110400,-0.17104034,-0.17107217,-0.17097669,-0.17107217,Gd,-0.17078571,Typ,-0.17107217,TA,BuiltIn,-0.10747630,Fin,-0.17100851,-0.14630862,TA,TA,Y,-0.14984172,-0.17014911,-0.17110400,-0.17110400,-0.17110400,-0.17110400,,,,-0.17110400,-0.17094486,-0.10712617,WD,Normal,10.43355570
-0.15474350,-0.17046741,RL,-0.16884409,0.12131606,Pave,,Reg,Bnk,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,-0.17091303,-0.17094486,-0.10798558,-0.10798558,Gable,CompShg,VinylSd,VinylSd,,-0.17110400,TA,Gd,PConc,TA,TA,No,ALQ,-0.16040920,Unf,-0.17110400,-0.14729534,-0.13660054,GasA,TA,Y,SBrkr,-0.13672786,-0.17110400,-0.17110400,-0.13672786,-0.17110400,-0.17110400,-0.17107217,-0.17107217,-0.17100851,-0.17107217,TA,-0.17094486,Typ,-0.17110400,,Attchd,-0.10798558,Unf,-0.17104034,-0.15569840,TA,TA,Y,-0.16728443,-0.17110400,-0.16607490,-0.17110400,-0.17110400,-0.17110400,,,,-0.17110400,-0.17091303,-0.10722166,WD,Normal,4.09408473
-0.13710981,-0.16919422,RL,-0.16855762,0.13955452,Pave,,Reg,Lvl,AllPub,Inside,Mod,mes,Norm,Norm,1Fam,2Story,-0.17091303,-0.17091303,-0.10859034,-0.10859034,Gable,CompShg,HdBoard,HdBoard,BrkFace,-0.15964529,TA,TA,CBlock,TA,TA,Gd,GLQ,-0.14965074,LwQ,-0.16773005,-0.17110400,-0.14627679,GasA,TA,Y,SBrkr,-0.14570385,-0.14522640,-0.17110400,-0.11982625,-0.17107217,-0.17110400,-0.17107217,-0.17107217,-0.17097669,-0.17107217,TA,-0.17088120,Typ,-0.17110400,,Attchd,-0.10859034,RFn,-0.17104034,-0.15703525,TA,TA,Y,-0.16066384,-0.16702979,-0.17110400,-0.17110400,-0.16508818,-0.17110400,,,,-0.17110400,-0.17091303,-0.10718983,WD,Normal,5.17311382
-0.12581025,-0.16728443,RM,-0.16992630,-0.02993899,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,-0.17091303,-0.17094486,-0.10734898,-0.10734898,Gable,CompShg,VinylSd,VinylSd,BrkFace,-0.16569294,Gd,TA,PConc,Gd,TA,Av,GLQ,-0.14926878,Unf,-0.17110400,-0.16594758,-0.14411236,GasA,Ex,Y,SBrkr,-0.14411236,-0.17110400,-0.17110400,-0.14411236,-0.17107217,-0.17110400,-0.17107217,-0.17110400,-0.17107217,-0.17107217,Gd,-0.17100851,Typ,-0.17110400,,Attchd,-0.10734898,Fin,-0.17104034,-0.15773550,TA,TA,Y,-0.16664784,-0.17110400,-0.17110400,-0.17110400,-0.17110400,-0.17110400,,,,-0.17110400,-0.17100851,-0.10718983,WD,Normal,4.17365915
-0.13106216,-0.17014911,RL,-0.16932154,-0.04187515,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,-0.17094486,-0.17084937,-0.10992719,-0.10903596,Gable,CompShg,Wd Sdng,Wd Sdng,,-0.17110400,TA,TA,PConc,Fa,TA,No,Unf,-0.17110400,Unf,-0.17110400,-0.14360309,-0.14360309,GasA,Ex,Y,SBrkr,-0.14360309,-0.17110400,-0.17110400,-0.14360309,-0.17110400,-0.17110400,-0.17107217,-0.17110400,-0.17104034,-0.17107217,TA,-0.17097669,Typ,-0.17110400,,,,,-0.17110400,-0.17110400,,,Y,-0.17110400,-0.16804835,-0.17110400,-0.17110400,-0.17110400,-0.17110400,,,,-0.17110400,-0.17088120,-0.10715800,WD,Normal,3.00868969
-0.15136955,-0.16919422,RL,-0.16839847,0.21861966,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,-0.17084937,-0.17094486,-0.10734898,-0.10734898,Hip,CompShg,VinylSd,VinylSd,Stone,-0.16391048,Gd,TA,PConc,Gd,TA,Gd,GLQ,-0.14338028,Unf,-0.17110400,-0.15165602,-0.12393229,GasA,Ex,Y,SBrkr,-0.12393229,-0.14627679,-0.17110400,-0.09910507,-0.17107217,-0.17110400,-0.17104034,-0.17107217,-0.17097669,-0.17107217,Gd,-0.17078571,Typ,-0.17104034,Gd,Attchd,-0.10734898,Fin,-0.17100851,-0.14726351,TA,TA,Y,-0.16575660,-0.17110400,-0.17110400,-0.17110400,-0.17110400,-0.17110400,,,,-0.17110400,-0.17084937,-0.10718983,WD,Normal,9.53697483
-0.13249450,-0.17014911,RL,-0.16951252,0.12618602,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,-0.17097669,-0.17091303,-0.10932243,-0.10903596,Hip,CompShg,MetalSd,MetalSd,,-0.17110400,TA,TA,CBlock,TA,TA,No,Rec,-0.16015456,Unf,-0.17110400,-0.16066384,-0.14971440,GasA,TA,Y,SBrkr,-0.14971440,-0.17110400,-0.17110400,-0.14971440,-0.17107217,-0.17110400,-0.17107217,-0.17110400,-0.17104034,-0.17107217,TA,-0.17097669,Typ,-0.17110400,,Attchd,-0.10932243,Unf,-0.17107217,-0.16365584,TA,TA,N,-0.17110400,-0.16750724,-0.17110400,-0.17110400,-0.17110400,-0.17110400,,,,-0.17110400,-0.17084937,-0.10715800,WD,Normal,3.42565963
-0.16884409,-0.17046741,RL,-0.16808018,0.26340414,Pave,,IR1,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,-0.17088120,-0.17091303,-0.10830387,-0.10830387,Gable,CompShg,Plywood,Plywood,BrkFace,-0.13561381,TA,Gd,CBlock,Gd,TA,Gd,ALQ,-0.11126404,Unf,-0.17110400,-0.16018639,-0.10034643,GasA,Ex,Y,SBrkr,-0.10034643,-0.17110400,-0.17110400,-0.10034643,-0.17107217,-0.17110400,-0.17104034,-0.17110400,-0.17100851,-0.17107217,TA,-0.17084937,Typ,-0.17104034,Gd,Attchd,-0.10830387,Fin,-0.17104034,-0.15467984,TA,TA,Y,-0.16155507,-0.17110400,-0.17110400,-0.17110400,-0.17110400,-0.17110400,,,,-0.17110400,-0.17104034,-0.10722166,WD,Normal,7.59535907
-0.14780462,-0.16855762,RL,-0.16878043,0.13414346,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,-0.17088120,-0.17094486,-0.10734898,-0.10734898,Gable,CompShg,VinylSd,VinylSd,BrkFace,-0.15703525,Gd,TA,PConc,Ex,TA,Av,GLQ,-0.14608581,Unf,-0.17110400,-0.16849396,-0.14347577,GasA,Ex,Y,SBrkr,-0.13462709,-0.17110400,-0.17110400,-0.13462709,-0.17107217,-0.17110400,-0.17104034,-0.17110400,-0.17100851,-0.17107217,Gd,-0.17091303,Typ,-0.17107217,Gd,Attchd,-0.10734898,Fin,-0.17104034,-0.15716257,TA,TA,Y,-0.16601124,-0.17040375,-0.17110400,-0.17110400,-0.17110400,-0.17110400,,,,-0.17110400,-0.17094486,-0.10722166,WD,Normal,5.79697725
-0.14882317,-0.16728443,FV,-0.16922605,-0.03480894,Pave,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,-0.17088120,-0.17094486,-0.10731715,-0.10731715,Gable,CompShg,MetalSd,MetalSd,,-0.17110400,Gd,TA,PConc,Gd,TA,Mn,GLQ,-0.17059473,Unf,-0.17110400,-0.12733808,-0.12682880,GasA,Ex,Y,SBrkr,-0.12682880,-0.17110400,-0.17110400,-0.12682880,-0.17110400,-0.17110400,-0.17104034,-0.17110400,-0.17104034,-0.17107217,Gd,-0.17094486,Typ,-0.17110400,,Attchd,-0.10731715,RFn,-0.17104034,-0.15423423,TA,TA,Y,-0.16613856,-0.16607490,-0.17110400,-0.17110400,-0.17110400,-0.17110400,,,,-0.17110400,-0.17088120,-0.10718983,WD,Normal,6.06753026
